,wordID,target,oracion,meaningID,contextID,Contexto,combinationID,significado
67,16,sierra,"Hacía mucho tiempo que tenía a esa sierra en mente, era su objetivo.",2,2,"El olor a madera fresca impregnaba el aire en la carpintería recién inaugurada. El ruido de los martillos resonaba en el taller mientras los carpinteros daban vida a sus creaciones. La emoción era palpable en el ambiente, con la promesa de proyectos emocionantes y clientes satisfechos en el horizonte.",2216,"[('herramienta', 76), ('serrucho', 70), ('taller', 36), ('madera', 27), ('metal', 25), ('lija', 3), ('latón', 2), ('mecanico', 1)]"
68,17,cólera,El período de cólera tuvo graves consecuencias para Darío.,1,3,"El martillo es utilizado para golpear directamente o indirectamente​ una pieza, causando su desplazamiento. Su uso más común suele ser para clavar, calzar partes, o romper una pieza. ",3117,"[('enfermedad', 65), ('infección', 38), ('bacteria', 34), ('virus', 29), ('medicina', 28), ('diarrea', 27), ('heces', 7), ('fallo', 6)]"
69,17,cólera,El período de cólera tuvo graves consecuencias para Darío.,1,1,"Existen diversas enfermedades causadas por bacterias que afectan al ser humano, como la neumonía, la tuberculosis, la meningitis y la salmonelosis, entre otras. Estas enfermedades pueden ser tratadas con antibióticos, pero es importante tomar medidas preventivas.",1117,"[('enfermedad', 65), ('infección', 38), ('bacteria', 34), ('virus', 29), ('medicina', 28), ('diarrea', 27), ('heces', 7), ('fallo', 6)]"
70,17,cólera,El período de cólera tuvo graves consecuencias para Darío.,2,3,"El martillo es utilizado para golpear directamente o indirectamente​ una pieza, causando su desplazamiento. Su uso más común suele ser para clavar, calzar partes, o romper una pieza. ",3217,"[('enojo', 50), ('ira', 46), ('rabia', 42), ('furia', 40), ('enfado', 28), ('frustración', 16), ('emoción', 15), ('ataque', 3)]"
71,17,cólera,El período de cólera tuvo graves consecuencias para Darío.,2,2,"La pelea estalló en plena calle cuando el automovilista chocó al peatón. Empezaron a gritarse, gesticulando con furia mientras la gente se frenaba a mirarlos. La tensión se palpaba en el aire, hasta que finalmente llegó la mediación de la policía para calmar los ánimos.",2217,"[('enojo', 50), ('ira', 46), ('rabia', 42), ('furia', 40), ('enfado', 28), ('frustración', 16), ('emoción', 15), ('ataque', 3)]"
72,18,buzo,Victoria se descuidó un minuto y no vió cuando el buzo cayó al agua.,1,3,"La antigua tranquera de madera se alzaba imponente en el paisaje rural. Su superficie gastada por el tiempo contaba historias de innumerables entradas y salidas. Cerrada, guardaba celosamente el paso hacia un mundo de verdes prados y promesas de paz.",3118,"[('abrigo', 61), ('prenda', 46), ('ropa', 43), ('canguro', 20), ('sweater', 14), ('capucha', 13), ('campera', 11), ('cardigan', 8)]"
73,18,buzo,Victoria se descuidó un minuto y no vió cuando el buzo cayó al agua.,1,1,Las prendas de abrigo son esenciales en bajas temperaturas. Hay muchas opciones de estilo y material para adaptarse a diferentes actividades y gustos personales.,1118,"[('abrigo', 61), ('prenda', 46), ('ropa', 43), ('canguro', 20), ('sweater', 14), ('capucha', 13), ('campera', 11), ('cardigan', 8)]"
74,18,buzo,Victoria se descuidó un minuto y no vió cuando el buzo cayó al agua.,2,3,"La antigua tranquera de madera se alzaba imponente en el paisaje rural. Su superficie gastada por el tiempo contaba historias de innumerables entradas y salidas. Cerrada, guardaba celosamente el paso hacia un mundo de verdes prados y promesas de paz.",3218,"[('buceo', 69), ('profundidad', 53), ('agua', 34), ('mar', 23), ('oxígeno', 22), ('submarino', 18), ('marino', 7), ('barco', 2)]"
75,18,buzo,Victoria se descuidó un minuto y no vió cuando el buzo cayó al agua.,2,2,"La brisa marina acariciaba su rostro mientras se sumergía en las aguas cristalinas. Descubrió un mundo de colores y vida submarina, una experiencia fascinante que lo dejó maravillado.",2218,"[('buceo', 69), ('profundidad', 53), ('agua', 34), ('mar', 23), ('oxígeno', 22), ('submarino', 18), ('marino', 7), ('barco', 2)]"
76,19,sostén,Era el único sostén que tenía Laura.,1,3,"Los tranvías circulan sobre rieles y por la superficie en áreas urbanas, en las propias calles, a menudo sin separación del resto de la circulación, sin vía ni senda o sector reservado.",3119,"[('lencería', 58), ('sujetador', 56), ('pecho', 36), ('prenda', 33), ('intimo', 32), ('ropa', 25), ('calzon', 0), ('broche', 0)]"
77,19,sostén,Era el único sostén que tenía Laura.,1,1,La ropa interior femenina es una prenda íntima que se usa debajo de la ropa exterior. Suele estar diseñada para ajustarse al cuerpo femenino y proporcionar comodidad y soporte.,1119,"[('lencería', 58), ('sujetador', 56), ('pecho', 36), ('prenda', 33), ('intimo', 32), ('ropa', 25), ('calzon', 0), ('broche', 0)]"
78,19,sostén,Era el único sostén que tenía Laura.,2,3,"Los tranvías circulan sobre rieles y por la superficie en áreas urbanas, en las propias calles, a menudo sin separación del resto de la circulación, sin vía ni senda o sector reservado.",3219,"[('apoyo', 66), ('ayuda', 59), ('familia', 44), ('emociónes', 17), ('psicólogo', 15), ('bienestar', 14), ('felicidad', 4), ('tristeza', 0)]"
79,19,sostén,Era el único sostén que tenía Laura.,2,2,"La presencia de un sistema de apoyo puede ayudar a aliviar el estrés, mejorar la autoestima y aumentar la resiliencia en momentos difíciles. Un ambiente de comprensión también puede fomentar la comunicación y las relaciones saludables.",2219,"[('apoyo', 66), ('ayuda', 59), ('familia', 44), ('emociónes', 17), ('psicólogo', 15), ('bienestar', 14), ('felicidad', 4), ('tristeza', 0)]"
80,20,taco,Lucía supo que todo había terminado cuando el taco tocó el suelo.,1,3,El voltaje​ es una magnitud que cuantifica la diferencia de potencial eléctrico entre dos puntos. Éste es independiente del camino recorrido por la carga y depende exclusivamente del potencial eléctrico de dichos puntos,3120,"[('calzado', 75), ('tacón', 64), ('pie', 40), ('bota', 29), ('altura', 14), ('prenda', 9), ('ropa', 5), ('dolor', 4)]"
81,20,taco,Lucía supo que todo había terminado cuando el taco tocó el suelo.,1,1,"El calzado femenino abarca una amplia variedad de estilos. La elección del calzado puede depender de factores como la ocasión, la comodidad y el estilo personal. La elección del calzado adecuado es importante para la salud del pie y la postura del cuerpo.",1120,"[('calzado', 75), ('tacón', 64), ('pie', 40), ('bota', 29), ('altura', 14), ('prenda', 9), ('ropa', 5), ('dolor', 4)]"
82,20,taco,Lucía supo que todo había terminado cuando el taco tocó el suelo.,2,3,El voltaje​ es una magnitud que cuantifica la diferencia de potencial eléctrico entre dos puntos. Éste es independiente del camino recorrido por la carga y depende exclusivamente del potencial eléctrico de dichos puntos,3220,"[('méxico', 77), ('comida', 75), ('burrito', 43), ('guacamole', 31), ('picante', 26), ('carne', 21), ('pollo', 10), ('verdura', 2)]"
83,20,taco,Lucía supo que todo había terminado cuando el taco tocó el suelo.,2,2,"El guacamole cautiva los sentidos con su explosión de sabores y colores. Su base es de palta, que se mezcla con tomate fresco, cebolla y cilantro. Es un deleite para el paladar, perfecto para acompañar los típicos platos mexicanos.",2220,"[('méxico', 77), ('comida', 75), ('burrito', 43), ('guacamole', 31), ('picante', 26), ('carne', 21), ('pollo', 10), ('verdura', 2)]"
84,21,pluma,"Mientras Héctor la miraba fijamente, la pluma cayó al suelo.",1,3,"Un hijo o una hija es el descendiente directo de una persona. Los hijos pueden ser biológicos o fruto de la adopción. Si hay más de un hijo, se denominan hermanos entre ellos.",3121,"[('tinta', 50), ('lapicera', 49), ('escritura', 45), ('bolígrafo', 45), ('caligrafía', 23), ('firma', 9), ('palabras', 4), ('documentos', 0)]"
85,21,pluma,"Mientras Héctor la miraba fijamente, la pluma cayó al suelo.",1,1,"La madre entró con una sonrisa en el rostro al local, emocionada por preparar a su hijo para el nuevo año escolar. Se tomó su tiempo eligiendo lápices, cuadernos y crayones, imaginando la emoción de su hijo al recibirlos.",1121,"[('tinta', 50), ('lapicera', 49), ('escritura', 45), ('bolígrafo', 45), ('caligrafía', 23), ('firma', 9), ('palabras', 4), ('documentos', 0)]"
86,21,pluma,"Mientras Héctor la miraba fijamente, la pluma cayó al suelo.",2,3,"Un hijo o una hija es el descendiente directo de una persona. Los hijos pueden ser biológicos o fruto de la adopción. Si hay más de un hijo, se denominan hermanos entre ellos.",3221,"[('pájaro', 69), ('ave', 64), ('paloma', 48), ('pelaje', 27), ('ligero', 11), ('piel', 5), ('blanco', 3), ('calor', 1)]"
87,21,pluma,"Mientras Héctor la miraba fijamente, la pluma cayó al suelo.",2,2,"Las aves se caracterizan por tener alas. Son ovíparos, es decir, que ponen huevos para reproducirse. Además, son capaces de realizar vuelos y muchas especies migran grandes distancias en busca de alimento y clima adecuado.",2221,"[('pájaro', 69), ('ave', 64), ('paloma', 48), ('pelaje', 27), ('ligero', 11), ('piel', 5), ('blanco', 3), ('calor', 1)]"
88,23,regla,Clara estaba segura de que su regla no estaba rota.,1,3,Los deltas se forman en la desembocadura de un río en un lago o en el mar a través de los sedimentos que deposita la corriente. Estos están compuestos por un cúmulo de brazos fluviales formados por los sedimentos que transporta el propio río.,3123,"[('recta', 53), ('medición', 39), ('herramienta', 36), ('trazo', 30), ('medida', 30), ('centímetro', 27), ('escuadra', 25), ('dibujo', 15)]"
89,23,regla,Clara estaba segura de que su regla no estaba rota.,1,1,"En una clase de geometría, los útiles escolares son herramientas esenciales para el aprendizaje y práctica de los conceptos geométricos. Estos útiles permiten a los estudiantes medir, dibujar y construir figuras geométricas con precisión.",1123,"[('recta', 53), ('medición', 39), ('herramienta', 36), ('trazo', 30), ('medida', 30), ('centímetro', 27), ('escuadra', 25), ('dibujo', 15)]"
90,23,regla,Clara estaba segura de que su regla no estaba rota.,2,3,Los deltas se forman en la desembocadura de un río en un lago o en el mar a través de los sedimentos que deposita la corriente. Estos están compuestos por un cúmulo de brazos fluviales formados por los sedimentos que transporta el propio río.,3223,"[('norma', 77), ('ley', 54), ('convivencia', 37), ('deber', 30), ('contrato', 24), ('obligación', 22), ('estricto', 5), ('pasos', 0)]"
91,23,regla,Clara estaba segura de que su regla no estaba rota.,2,2,"Las leyes y disposiciones de una jurisdicción son regulaciones que rigen la conducta y actividades dentro de un territorio.  Las leyes pueden establecer las obligaciones de los ciudadanos, así como las consecuencias legales por su incumplimiento. ",2223,"[('norma', 77), ('ley', 54), ('convivencia', 37), ('deber', 30), ('contrato', 24), ('obligación', 22), ('estricto', 5), ('pasos', 0)]"
92,24,goma,La superficie había quedado marcada por la goma elegida.,1,3,"La mesa es un mueble compuesto de un tablero horizontal liso y sostenido a la altura conveniente, generalmente por una o varias patas, para diferentes usos. ​ Puede ser cuadrada, redonda o rectangular etc.",3124,"[('borrado', 69), ('lápiz', 60), ('papel', 38), ('escritura', 27), ('dibujo', 17), ('limpio', 14), ('blanco', 10), ('tinta', 5)]"
93,24,goma,La superficie había quedado marcada por la goma elegida.,1,1,"En el momento en que descubrió su error en sus apuntes intentó corregirlo. Rápidamente tomó su lápiz, borró el error y anotó la corrección al margen. ",1124,"[('borrado', 69), ('lápiz', 60), ('papel', 38), ('escritura', 27), ('dibujo', 17), ('limpio', 14), ('blanco', 10), ('tinta', 5)]"
94,24,goma,La superficie había quedado marcada por la goma elegida.,2,3,"La mesa es un mueble compuesto de un tablero horizontal liso y sostenido a la altura conveniente, generalmente por una o varias patas, para diferentes usos. ​ Puede ser cuadrada, redonda o rectangular etc.",3224,"[('llanta', 79), ('caucho', 60), ('auto', 42), ('coche', 28), ('vehículo', 22), ('taller', 17), ('mecánico', 15), ('camión', 1)]"
95,24,goma,La superficie había quedado marcada por la goma elegida.,2,2,"Las carreras de autos requieren una meticulosa ingeniería en los talleres mecánicos para las paradas técnicas. Los equipos utilizan estrategias precisas y herramientas especializadas para realizar cambios rápidos de neumáticos, reabastecer combustible y hacer ajustes técnicos en los vehículos.",2224,"[('llanta', 79), ('caucho', 60), ('auto', 42), ('coche', 28), ('vehículo', 22), ('taller', 17), ('mecánico', 15), ('camión', 1)]"
96,25,raíz,A pesar de todo no era posible encontrar la raíz que estaban buscando.,1,3,"El perro, de pelaje dorado y ojos vivaces, corría libre por el parque. Su cola se movía con entusiasmo mientras jugaba con una pelota. Alegre y leal, alegraba los corazones de quienes se cruzaban con su mirada amigable y su ladrido contagioso.",3125,"[('matemática', 51), ('cálculo', 38), ('potencia', 24), ('números', 19), ('cuenta', 19), ('división', 10), ('ecuación', 7), ('multiplicación', 6)]"
97,25,raíz,A pesar de todo no era posible encontrar la raíz que estaban buscando.,1,1,"La potenciación es una operación que implica elevar un número a una potencia o exponente. Es una herramienta fundamental utilizada para representar el crecimiento o decrecimiento exponencial, calcular áreas o volúmenes, y resolver ecuaciones algebraicas.",1125,"[('matemática', 51), ('cálculo', 38), ('potencia', 24), ('números', 19), ('cuenta', 19), ('división', 10), ('ecuación', 7), ('multiplicación', 6)]"
98,25,raíz,A pesar de todo no era posible encontrar la raíz que estaban buscando.,2,3,"El perro, de pelaje dorado y ojos vivaces, corría libre por el parque. Su cola se movía con entusiasmo mientras jugaba con una pelota. Alegre y leal, alegraba los corazones de quienes se cruzaban con su mirada amigable y su ladrido contagioso.",3225,"[('plantas', 67), ('árboles', 60), ('naturaleza', 42), ('tallo', 37), ('vegetales', 15), ('clorofila', 10), ('verduras', 4), ('frutas', 2)]"
99,25,raíz,A pesar de todo no era posible encontrar la raíz que estaban buscando.,2,2,"El tallo es la columna vertebral de las plantas. Tiene una corteza protectora y una médula conductora, por la cual se conducen los materiales nutritivos. Es una estructura vital que permite el crecimiento y la fortaleza de las plantas.",2225,"[('plantas', 67), ('árboles', 60), ('naturaleza', 42), ('tallo', 37), ('vegetales', 15), ('clorofila', 10), ('verduras', 4), ('frutas', 2)]"
100,26,cuarto,No estaba conforme con el cuarto que le había tocado.,1,3,"Justo antes de irse a dormir Bautista recordó que necesita un mapa político A3 para la escuela al día siguiente. Con desesperación, buscó en casa, pero no encontró. Al otro día su madre consiguió uno a primera hora.",3126,"[('fracción', 60), ('porción', 57), ('parte', 57), ('cuatro', 14), ('medida', 9), ('número', 4), ('cálculo', 3), ('denominador', 0)]"
101,26,cuarto,No estaba conforme con el cuarto que le había tocado.,1,1,Las fracciones son una forma de representar una cantidad que es una parte de un todo. Consisten en un numerador que representa la cantidad deseada y un denominador que indica el total de partes iguales en el todo. ,1126,"[('fracción', 60), ('porción', 57), ('parte', 57), ('cuatro', 14), ('medida', 9), ('número', 4), ('cálculo', 3), ('denominador', 0)]"
102,26,cuarto,No estaba conforme con el cuarto que le había tocado.,2,3,"Justo antes de irse a dormir Bautista recordó que necesita un mapa político A3 para la escuela al día siguiente. Con desesperación, buscó en casa, pero no encontró. Al otro día su madre consiguió uno a primera hora.",3226,"[('habitación', 73), ('dormitorio', 70), ('pieza', 58), ('espacio', 16), ('cama', 12), ('casa', 5), ('lugar', 3), ('alojamiento', 3)]"
103,26,cuarto,No estaba conforme con el cuarto que le había tocado.,2,2,"Los hoteles son establecimientos que ofrecen alojamiento a viajeros y turistas, brindando servicios de hospedaje, alimentación y entretenimiento. Los hoteles pueden variar en tamaño, ubicación, categoría y precio, desde pequeñas posadas rurales hasta grandes cadenas hoteleras en las principales ciudades del mundo.",2226,"[('habitación', 73), ('dormitorio', 70), ('pieza', 58), ('espacio', 16), ('cama', 12), ('casa', 5), ('lugar', 3), ('alojamiento', 3)]"
104,27,medio,"Esa noche Rodrigo se encontró en el medio, sin saber qué hacer.",1,3,"La familia se reúne en Argentina para celebrar las navidades. La casa está llena de risas, abrazos y aromas deliciosos. Juntos, disfrutan de asados al aire libre, intercambio de regalos y momentos inolvidables alrededor del árbol de Navidad.",3127,"[('porción', 85), ('parte', 78), ('fracción', 74), ('medida', 33), ('cálculo', 6), ('número', 2), ('cuatro', 1), ('denominador', 0)]"
105,27,medio,"Esa noche Rodrigo se encontró en el medio, sin saber qué hacer.",1,1,"Los números racionales son aquellos números que se pueden expresar como el cociente o división de dos números enteros. Incluyen a los números enteros y a las fracciones. Se utilizan de formas muy diversas, como en la representación de cantidades, medidas, y cálculos en la vida cotidiana.",1127,"[('porción', 85), ('parte', 78), ('fracción', 74), ('medida', 33), ('cálculo', 6), ('número', 2), ('cuatro', 1), ('denominador', 0)]"
106,27,medio,"Esa noche Rodrigo se encontró en el medio, sin saber qué hacer.",2,3,"La familia se reúne en Argentina para celebrar las navidades. La casa está llena de risas, abrazos y aromas deliciosos. Juntos, disfrutan de asados al aire libre, intercambio de regalos y momentos inolvidables alrededor del árbol de Navidad.",3227,"[('posición', 69), ('centro', 62), ('lugar', 55), ('simétrico', 17), ('adelante', 12), ('atrás', 1), ('izquierda', 0), ('derecha', 0)]"
107,27,medio,"Esa noche Rodrigo se encontró en el medio, sin saber qué hacer.",2,2,"El ambiente natural se refiere al entorno en su estado original y sin intervención humana significativa. Incluye elementos como el aire, el agua, el suelo, la flora, la fauna y los ecosistemas. Juega un papel fundamental en la vida de las especies, incluyendo a los humanos. ",2227,"[('posición', 69), ('centro', 62), ('lugar', 55), ('simétrico', 17), ('adelante', 12), ('atrás', 1), ('izquierda', 0), ('derecha', 0)]"
108,28,cuenta,Andrea miró su cuenta y no tenía los valores que esperaba.,1,3,"La Patagonia tiene una temperatura templada a frío, que disminuyen notablemente de norte a sur. Siendo así que, en promedio, el sur patagónico presenta hasta 10 °C menos que el norte.",3128,"[('cálculo', 64), ('matemática', 52), ('resultado', 29), ('ecuación', 24), ('número', 22), ('suma', 17), ('resta', 11), ('escuela', 6)]"
109,28,cuenta,Andrea miró su cuenta y no tenía los valores que esperaba.,1,1,"Las ecuaciones son expresiones que establecen una igualdad entre dos términos o expresiones, con una o más incógnitas. Se utilizan para modelar y resolver problemas en diversas áreas de la ciencia y la ingeniería, permitiendo encontrar soluciones numéricas o algebraicas para las incógnitas involucradas.",1128,"[('cálculo', 64), ('matemática', 52), ('resultado', 29), ('ecuación', 24), ('número', 22), ('suma', 17), ('resta', 11), ('escuela', 6)]"
110,28,cuenta,Andrea miró su cuenta y no tenía los valores que esperaba.,2,3,"La Patagonia tiene una temperatura templada a frío, que disminuyen notablemente de norte a sur. Siendo así que, en promedio, el sur patagónico presenta hasta 10 °C menos que el norte.",3228,"[('bancario', 70), ('dinero', 69), ('sueldo', 60), ('ahorro', 22), ('balance', 12), ('valor', 6), ('crédito', 6), ('compras', 1)]"
111,28,cuenta,Andrea miró su cuenta y no tenía los valores que esperaba.,2,2,"Las cajas de ahorros son instituciones financieras que brindan servicios de ahorro y depósito a personas y empresas. Ofrecen opciones para guardar dinero, generar intereses y acceder a servicios bancarios básicos.",2228,"[('bancario', 70), ('dinero', 69), ('sueldo', 60), ('ahorro', 22), ('balance', 12), ('valor', 6), ('crédito', 6), ('compras', 1)]"
112,29,nota,Iván los miró antes de dar la nota que estaban esperando.,1,3,"El curling, hispanizado como curlin, ​ es un deporte de precisión y de equipo, con alguna similitud con los bolos ingleses, bolas criollas y a la petanca, que se practica en una pista de hielo.",3129,"[('música', 63), ('sonido', 47), ('instrumento', 43), ('fa', 28), ('do', 26), ('conservatorio', 9), ('piano', 7), ('guitarra', 5)]"
113,29,nota,Iván los miró antes de dar la nota que estaban esperando.,1,1,"La escritura en pentagrama utiliza símbolos para representar la duración y altura de los sonidos. Estos símbolos se colocan en las líneas y espacios del pentagrama. Es una herramienta fundamental para compositores, arreglistas, e intérpetes.",1129,"[('música', 63), ('sonido', 47), ('instrumento', 43), ('fa', 28), ('do', 26), ('conservatorio', 9), ('piano', 7), ('guitarra', 5)]"
114,29,nota,Iván los miró antes de dar la nota que estaban esperando.,2,3,"El curling, hispanizado como curlin, ​ es un deporte de precisión y de equipo, con alguna similitud con los bolos ingleses, bolas criollas y a la petanca, que se practica en una pista de hielo.",3229,"[('calificación', 63), ('examen', 54), ('calificaciones', 42), ('sobresaliente', 22), ('boletín', 21), ('educación', 15), ('escuela', 8), ('apunte', 0)]"
115,29,nota,Iván los miró antes de dar la nota que estaban esperando.,2,2,"Los resultados de una evaluación brindan información sobre el desempeño, logros o competencias alcanzadas por un individuo o grupo en un área específica. Los resultados pueden reflejar fortalezas, áreas de mejora y orientar futuras acciones.",2229,"[('calificación', 63), ('examen', 54), ('calificaciones', 42), ('sobresaliente', 22), ('boletín', 21), ('educación', 15), ('escuela', 8), ('apunte', 0)]"
116,30,órgano,"Por temor a perderlo, Víctor cuidaba su órgano con mucho esfuerzo.",1,3,"La pesca con mosca es una modalidad de pesca que utiliza una caña y señuelo artificial llamado mosca. La pesca con mosca se practica usualmente en lagos, ríos y en el mar. También es conocida como pesca con cola de rata.",3130,"[('instrumento', 64), ('piano', 48), ('música', 47), ('teclado', 44), ('iglesia', 12), ('canción', 10), ('partitura', 7), ('cuerdas', 5)]"
117,30,órgano,"Por temor a perderlo, Víctor cuidaba su órgano con mucho esfuerzo.",1,1,"Al entrar a la iglesia, los sonidos de los cánticos, las campanas y el eco reverberando en el techo generaron en él una sensación abrumadora. Se sintió inmerso en una atmósfera sagrada.",1130,"[('instrumento', 64), ('piano', 48), ('música', 47), ('teclado', 44), ('iglesia', 12), ('canción', 10), ('partitura', 7), ('cuerdas', 5)]"
118,30,órgano,"Por temor a perderlo, Víctor cuidaba su órgano con mucho esfuerzo.",2,3,"La pesca con mosca es una modalidad de pesca que utiliza una caña y señuelo artificial llamado mosca. La pesca con mosca se practica usualmente en lagos, ríos y en el mar. También es conocida como pesca con cola de rata.",3230,"[('cuerpo', 53), ('cirujano', 40), ('corazón', 39), ('hígado', 38), ('vida', 33), ('humano', 29), ('cerebro', 17), ('víscera', 15)]"
119,30,órgano,"Por temor a perderlo, Víctor cuidaba su órgano con mucho esfuerzo.",2,2,"La anatomía interna de los vertebrados incluye a los sistemas especializados para funciones vitales como la digestión, circulación, respiración y reproducción. Los vertebrados tienen una estructura corporal compleja que se adapta a su entorno y estilo de vida.",2230,"[('cuerpo', 53), ('cirujano', 40), ('corazón', 39), ('hígado', 38), ('vida', 33), ('humano', 29), ('cerebro', 17), ('víscera', 15)]"
120,31,batería,Todo andaba muy bien gracias a la batería nueva que habían comprado.,1,3,"Un río es una corriente de agua que fluye con continuidad por un cauce en la superficie terrestre o bien puede ser subterráneo. Pueden ser tanto naturales como artificiales. Posee un caudal determinado, rara vez es constante a lo largo del año, y desemboca en el mar, en un lago o en otro río, en cuyo caso se denomina afluente.",3131,"[('baterista', 53), ('platillos', 41), ('música', 36), ('tambor', 24), ('ritmo', 20), ('baqueta', 12), ('rock', 10), ('jazz', 2)]"
121,31,batería,Todo andaba muy bien gracias a la batería nueva que habían comprado.,1,1,"El tema resonaba en sus oídos con una base rítmica impecable, cada acorde y compás en perfecta armonía. El ritmo fluía suavemente, creando un sonido cautivador que lo transportó a un momento de placer y deleite auditivo.",1131,"[('baterista', 53), ('platillos', 41), ('música', 36), ('tambor', 24), ('ritmo', 20), ('baqueta', 12), ('rock', 10), ('jazz', 2)]"
122,31,batería,Todo andaba muy bien gracias a la batería nueva que habían comprado.,2,3,"Un río es una corriente de agua que fluye con continuidad por un cauce en la superficie terrestre o bien puede ser subterráneo. Pueden ser tanto naturales como artificiales. Posee un caudal determinado, rara vez es constante a lo largo del año, y desemboca en el mar, en un lago o en otro río, en cuyo caso se denomina afluente.",3231,"[('energía', 83), ('cargador', 67), ('pila', 54), ('electricidad', 38), ('recargable', 29), ('celular', 25), ('corriente', 21), ('laptop', 1)]"
123,31,batería,Todo andaba muy bien gracias a la batería nueva que habían comprado.,2,2,"Los autos del futuro son vehículos sostenibles y eficientes que utilizan tecnología avanzada para su funcionamiento, ofreciendo una alternativa ecológica y silenciosa a los combustibles tradicionales.",2231,"[('energía', 83), ('cargador', 67), ('pila', 54), ('electricidad', 38), ('recargable', 29), ('celular', 25), ('corriente', 21), ('laptop', 1)]"
124,32,izquierda,Luis estaba más a la izquierda de lo que quería.,1,3,"El asado, barbacoa, parrilla o parrillada es una técnica de cocción mediante la cual los alimentos (generalmente cortes de carne) son expuestos al calor de fuego o brasas para que se cocinen lentamente. El calor se transmite gradualmente al alimento, que por lo general está suspendido sobre el fuego o cerca de las brasas. ",3132,"[('ideología', 59), ('política', 54), ('socialismo', 53), ('comunismo', 48), ('revolución', 14), ('cuba', 13), ('igualdad', 9), ('rojo', 5)]"
125,32,izquierda,Luis estaba más a la izquierda de lo que quería.,1,1,"El origen de la democracia moderna se remonta a las antiguas polis griegas. A través del debate y la participación ciudadana, los atenienses sentaron las bases del sistema democrático.",1132,"[('ideología', 59), ('política', 54), ('socialismo', 53), ('comunismo', 48), ('revolución', 14), ('cuba', 13), ('igualdad', 9), ('rojo', 5)]"
126,32,izquierda,Luis estaba más a la izquierda de lo que quería.,2,3,"El asado, barbacoa, parrilla o parrillada es una técnica de cocción mediante la cual los alimentos (generalmente cortes de carne) son expuestos al calor de fuego o brasas para que se cocinen lentamente. El calor se transmite gradualmente al alimento, que por lo general está suspendido sobre el fuego o cerca de las brasas. ",3232,"[('lado', 71), ('posición', 50), ('ubicación', 32), ('derecha', 27), ('orientación', 24), ('indicación', 17), ('direccion', 16), ('lugar', 15)]"
127,32,izquierda,Luis estaba más a la izquierda de lo que quería.,2,2,"El giro de un auto en una intersección, con o sin semáforo, implica un cambio de dirección en la vía. Requiere precaución y obediencia a las señales de tránsito, como semáforos y señales de alto. Factores como la velocidad, visibilidad, tráfico y semáforos en verde o rojo afectan la seguridad y eficiencia del giro en una intersección.",2232,"[('lado', 71), ('posición', 50), ('ubicación', 32), ('derecha', 27), ('orientación', 24), ('indicación', 17), ('direccion', 16), ('lugar', 15)]"
128,33,partido,Recordó el histórico partido del que le hablaba su abuelo.,1,3,"La Ciudad del Vaticano, una ciudad ubicada dentro de Roma, Italia, es la sede central de la Iglesia Católica Romana. Es el hogar del Papa y es un tesoro de la arquitectura y el arte icónicos.",3133,"[('política', 67), ('agrupaciones', 56), ('militancia', 51), ('sociedad', 18), ('congreso', 6), ('presidente', 3), ('diputado', 3), ('economía', 0)]"
129,33,partido,Recordó el histórico partido del que le hablaba su abuelo.,1,1,"Las elecciones se acercaban rápidamente. La ciudadanía estaba ansiosa y la atmósfera era eléctrica. Los candidatos competían ferozmente, haciendo promesas y presentando sus ideas de futuro.",1133,"[('política', 67), ('agrupaciones', 56), ('militancia', 51), ('sociedad', 18), ('congreso', 6), ('presidente', 3), ('diputado', 3), ('economía', 0)]"
130,33,partido,Recordó el histórico partido del que le hablaba su abuelo.,2,3,"La Ciudad del Vaticano, una ciudad ubicada dentro de Roma, Italia, es la sede central de la Iglesia Católica Romana. Es el hogar del Papa y es un tesoro de la arquitectura y el arte icónicos.",3233,"[('deporte', 85), ('juego', 79), ('competencia', 76), ('ganador', 10), ('premio', 4), ('empate', 3), ('triunfo', 2), ('perdedor', 2)]"
131,33,partido,Recordó el histórico partido del que le hablaba su abuelo.,2,2,"El histórico enfrentamiento entre River Plate y Boca Juniors en la final de la Libertadores 2018 en Madrid fue una batalla épica que reunió a miles de fanáticos en un estadio cargado de emoción, culminando en una victoria inolvidable para River en tierras lejanas.",2233,"[('deporte', 85), ('juego', 79), ('competencia', 76), ('ganador', 10), ('premio', 4), ('empate', 3), ('triunfo', 2), ('perdedor', 2)]"
132,34,campaña,"Desde antes de empezarla, esa campaña ya era un fracaso.",1,3,"La Pascua​ de Resurrección es la fiesta central del cristianismo, ​​ en la que se conmemora la resurrección de Jesucristo al tercer día después de haber sido crucificado, de acuerdo con los evangelios canónicos.",3134,"[('política', 56), ('elecciones', 56), ('candidato', 51), ('presidente', 20), ('diputados', 6), ('agrupaciones', 6), ('senadores', 4), ('congreso', 2)]"
133,34,campaña,"Desde antes de empezarla, esa campaña ya era un fracaso.",1,1,"El candidato subió al estrado con seguridad, micrófono en mano. Miró a la multitud expectante y expuso apasionadamente sus ideas para el futuro del país. Sus palabras resonaron en el auditorio, generando aplausos y ovaciones.",1134,"[('política', 56), ('elecciones', 56), ('candidato', 51), ('presidente', 20), ('diputados', 6), ('agrupaciones', 6), ('senadores', 4), ('congreso', 2)]"
