,wordID,meaningID,contextID,combinationID,target,significado,oracion,Contexto
162,41,2,3,3241,viral,"[('virus', 85), ('enfermedad', 63), ('infección', 54), ('respiratorio', 20), ('médico', 17)]","No había otra explicación, era claramente viral.",El avión Concorde fue un avión supersónico de pasajeros que estuvo en servicio durante 27 años.​ Fue construido a partir de los trabajos conjuntos de un fabricantes británico y uno francés. Permitía conectar París con Nueva York en 3 horas y media. 
163,41,2,2,2241,viral,"[('virus', 85), ('enfermedad', 63), ('infección', 54), ('respiratorio', 20), ('médico', 17)]","No había otra explicación, era claramente viral.","Las enfermedades contagiosas son aquellas que se transmiten de una persona a otra a través de diferentes vías, como el contacto directo, el aire, el agua o los alimentos. Pueden propagarse rápidamente en comunidades y causar brotes o epidemias."
164,42,1,3,3142,red,"[('internet', 82), ('servidores', 75), ('web', 51), ('conectar', 35), ('social', 26)]","Diana no lo pudo evitar, la red colapsó a pesar de sus esfuerzos.","La niña saborea con entusiasmo los jugosos arándanos que tiene en sus manos. Cada bocado explota con dulzura en su boca, dejando un rastro de sonrisa y un ligero tintineo de satisfacción en su paladar."
165,42,1,1,1142,red,"[('internet', 82), ('servidores', 75), ('web', 51), ('conectar', 35), ('social', 26)]","Diana no lo pudo evitar, la red colapsó a pesar de sus esfuerzos.","Internet se originó en la década de 1960 como un proyecto de investigación del gobierno de EE. UU. Con el tiempo, se expandió a nivel mundial, transformando la forma en que la humanidad se comunica, comparte información y accede a recursos en línea, revolucionando la sociedad y la economía moderna."
174,44,2,3,3244,expreso,"[('café', 84), ('cafeína', 59), ('bebida', 54), ('granos', 22), ('cappuccino', 18)]",Se tomó el expreso porque se quedaba dormido.,"En la Iglesia Católica, la primera comunión es un día especial lleno de emociones y tradiciones. Los niños y niñas visten elegantemente con trajes blancos, rodeados de familia y amigos. La iglesia se llena de risas, canciones y una atmósfera de celebración y fe."
175,44,2,2,2244,expreso,"[('café', 84), ('cafeína', 59), ('bebida', 54), ('granos', 22), ('cappuccino', 18)]",Se tomó el expreso porque se quedaba dormido.,"El café en Italia tiene una larga y rica historia que se remonta a siglos atrás. Desde los icónicos cafés históricos en ciudades como Roma y Venecia, Italia es conocida por su aprecio por el café de alta calidad. "
176,45,1,3,3145,móvil,"[('vehículo', 52), ('auto', 52), ('automóvil', 47), ('coche', 37), ('transporte', 14)]",Antes de llegar a su casa el móvil se le apagó y no pudo volver a encenderlo.,"Divididos cautiva con su energía arrolladora. Las guitarras distorsionadas y la voz inconfundible de Ricardo Mollo crean un torbellino musical, envolviendo al público en una experiencia vibrante e inolvidable."
177,45,1,1,1145,móvil,"[('vehículo', 52), ('auto', 52), ('automóvil', 47), ('coche', 37), ('transporte', 14)]",Antes de llegar a su casa el móvil se le apagó y no pudo volver a encenderlo.,"El auto avanzaba a toda velocidad por la oscura ruta, con los faros iluminando el camino. El conductor sentía la brisa fresca en su rostro mientras las estrellas brillaban en el cielo. La carretera parecía interminable, pero la sensación de libertad y aventura lo llenaba de emoción en esa noche en solitario."
178,45,2,3,3245,móvil,"[('celular', 83), ('teléfono', 72), ('telecomunicaciones', 34), ('iphone', 25), ('audio', 20)]",Antes de llegar a su casa el móvil se le apagó y no pudo volver a encenderlo.,"Divididos cautiva con su energía arrolladora. Las guitarras distorsionadas y la voz inconfundible de Ricardo Mollo crean un torbellino musical, envolviendo al público en una experiencia vibrante e inolvidable."
179,45,2,2,2245,móvil,"[('celular', 83), ('teléfono', 72), ('telecomunicaciones', 34), ('iphone', 25), ('audio', 20)]",Antes de llegar a su casa el móvil se le apagó y no pudo volver a encenderlo.,"Los celulares son dispositivos de comunicación portátiles que se han vuelto indispensables en la vida cotidiana. Con su capacidad para realizar llamadas, enviar mensajes, navegar por internet, tomar fotos y mucho más, los celulares han revolucionado la forma en que nos comunicamos y accedemos a la información en el mundo moderno. "
180,46,1,3,3146,metro,"[('subte', 61), ('transporte', 60), ('subterraneo', 56), ('tren', 37), ('vagón', 20)]",Axel tomó el metro para poder terminar el trabajo.,"Los abogados son defensores de la justicia y expertos en leyes. Con trajes impecables y mente afilada, se enfrentan a los desafíos legales con determinación y habilidad, buscando equidad y resolución para sus clientes."
181,46,1,1,1146,metro,"[('subte', 61), ('transporte', 60), ('subterraneo', 56), ('tren', 37), ('vagón', 20)]",Axel tomó el metro para poder terminar el trabajo.,"Natalia corría hacia la parada de autobús, sabía que llegar tarde a trabajar no era una opción. Con un suspiro de alivio, subió al autobús que se acercaba y se aferró al pasamanos mientras el vehículo se desplazaba velozmente por la ciudad."
182,46,2,3,3246,metro,"[('medición', 69), ('medida', 64), ('herramienta', 55), ('tamaño', 38), ('modista', 10)]",Axel tomó el metro para poder terminar el trabajo.,"Los abogados son defensores de la justicia y expertos en leyes. Con trajes impecables y mente afilada, se enfrentan a los desafíos legales con determinación y habilidad, buscando equidad y resolución para sus clientes."
183,46,2,2,2246,metro,"[('medición', 69), ('medida', 64), ('herramienta', 55), ('tamaño', 38), ('modista', 10)]",Axel tomó el metro para poder terminar el trabajo.,"En la ferretería, se encuentran materiales indispensables para medir con precisión, calibradores, niveles, etc. Estos permiten obtener mediciones exactas para proyectos de construcción, carpintería y bricolaje, asegurando un trabajo preciso y profesional."
